,0.3,0.36,0.41,0.47,0.52,0.58,0.63
0.3,-376.0,-222.022,-134.883,-95.6,-85.856,-320.25,-418.517
0.36,-207.817,-51.806,29.556,80.022,86.0,-147.15,-254.083
0.41,-35.511,122.661,195.189,232.511,242.044,15.75,-65.928
0.47,109.75,261.039,344.011,390.167,395.011,158.5,82.55
0.52,227.067,382.994,461.967,489.5,492.922,278.661,200.672
0.58,273.75,426.433,510.45,543.3,546.0,322.167,214.783
0.63,275.867,433.044,526.95,538.1,539.856,320.05,221.483
