,0.3,0.36,0.41,0.47,0.52,0.58,0.63
0.3,0.561,0.484,0.398,0.321,0.259,0.109,0.055
0.36,0.559,0.482,0.391,0.321,0.259,0.109,0.055
0.41,0.561,0.494,0.391,0.317,0.254,0.109,0.062
0.47,0.56,0.478,0.391,0.321,0.259,0.108,0.062
0.52,0.561,0.486,0.391,0.311,0.249,0.109,0.062
0.58,0.559,0.484,0.394,0.315,0.253,0.108,0.051
0.63,0.561,0.484,0.404,0.311,0.247,0.105,0.051
